,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,State,Literacy Rate,normalized_literacy
673,Island,Island,Island County,53029,WA,Washington,48.163,-122.5481,85938,Washington,83.9,0.26136363636363613
674,Lincoln,Lincoln,Lincoln County,37109,NC,North Carolina,35.4856,-81.2235,85670,North Carolina,78.7,0.5568181818181819
675,Buchanan,Buchanan,Buchanan County,29021,MO,Missouri,39.6598,-94.8059,85545,Missouri,81.1,0.42045454545454586
676,Newport,Newport,Newport County,44005,RI,Rhode Island,41.5566,-71.2365,85525,Rhode Island,79.6,0.5056818181818187
677,Orange,Orange,Orange County,48361,TX,Texas,30.1213,-93.8939,85045,Texas,71.8,0.9488636363636368
678,Orangeburg,Orangeburg,Orangeburg County,45075,SC,South Carolina,33.439,-80.8003,84909,South Carolina,77.6,0.6193181818181823
679,Jefferson,Jefferson,Jefferson County,55055,WI,Wisconsin,43.0208,-88.7759,84808,Wisconsin,84.7,0.21590909090909083
680,Wood,Wood,Wood County,54107,WV,West Virginia,39.2112,-81.515,84678,West Virginia,79.1,0.5340909090909096
681,Crawford,Crawford,Crawford County,42039,PA,Pennsylvania,41.6847,-80.1062,84495,Pennsylvania,81.9,0.3749999999999998
682,Chemung,Chemung,Chemung County,36015,NY,New York,42.1413,-76.76,84456,New York,75.6,0.7329545454545461
683,Glynn,Glynn,Glynn County,13127,GA,Georgia,31.2309,-81.5407,84373,Georgia,76.4,0.6874999999999999
684,Cascade,Cascade,Cascade County,30013,MT,Montana,47.308,-111.347,84178,Montana,86.9,0.0909090909090906
685,Indiana,Indiana,Indiana County,42063,PA,Pennsylvania,40.652,-79.0876,83620,Pennsylvania,81.9,0.3749999999999998
686,Midland,Midland,Midland County,26111,MI,Michigan,43.6468,-84.3881,83467,Michigan,82.4,0.34659090909090884
687,Lee,Lee,Lee County,28081,MS,Mississippi,34.2899,-88.6804,83388,Mississippi,72.0,0.9375000000000003
688,Howard,Howard,Howard County,18067,IN,Indiana,40.4836,-86.117,83349,Indiana,81.3,0.4090909090909094
689,Rockingham,Rockingham,Rockingham County,51165,VA,Virginia,38.512,-78.8758,83090,Virginia,81.2,0.4147727272727273
690,St. Landry,St. Landry,St. Landry Parish,22097,LA,Louisiana,30.599,-92.0058,82999,Louisiana,72.9,0.8863636363636364
691,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3187,-81.1087,82244,Florida,76.3,0.6931818181818186
692,Barrow,Barrow,Barrow County,13013,GA,Georgia,33.9932,-83.7127,82138,Georgia,76.4,0.6874999999999999
693,Talladega,Talladega,Talladega County,1121,AL,Alabama,33.3801,-86.1659,81850,Alabama,76.1,0.704545454545455
694,Payne,Payne,Payne County,40119,OK,Oklahoma,36.0773,-96.9756,81817,Oklahoma,79.9,0.4886363636363634
695,Bartholomew,Bartholomew,Bartholomew County,18005,IN,Indiana,39.206,-85.8976,81759,Indiana,81.3,0.4090909090909094
696,Bullitt,Bullitt,Bullitt County,21029,KY,Kentucky,37.9701,-85.6958,81729,Kentucky,78.1,0.5909090909090915
697,Henderson,Henderson,Henderson County,48213,TX,Texas,32.2119,-95.8536,81717,Texas,71.8,0.9488636363636368
698,Coryell,Coryell,Coryell County,48099,TX,Texas,31.3909,-97.7993,81692,Texas,71.8,0.9488636363636368
699,Leavenworth,Leavenworth,Leavenworth County,20103,KS,Kansas,39.1993,-95.038,81601,Kansas,83.1,0.3068181818181822
700,Lewis,Lewis,Lewis County,53041,WA,Washington,46.5778,-122.3927,81214,Washington,83.9,0.26136363636363613
701,Manitowoc,Manitowoc,Manitowoc County,55071,WI,Wisconsin,44.1199,-87.8097,81103,Wisconsin,84.7,0.21590909090909083
702,Cape Girardeau,Cape Girardeau,Cape Girardeau County,29031,MO,Missouri,37.384,-89.6845,81086,Missouri,81.1,0.42045454545454586
703,Caldwell,Caldwell,Caldwell County,37027,NC,North Carolina,35.953,-81.5464,80705,North Carolina,78.7,0.5568181818181819
704,Clearfield,Clearfield,Clearfield County,42033,PA,Pennsylvania,41.0,-78.4742,80667,Pennsylvania,81.9,0.3749999999999998
705,Wagoner,Wagoner,Wagoner County,40145,OK,Oklahoma,35.9611,-95.5212,80509,Oklahoma,79.9,0.4886363636363634
706,Yuba,Yuba,Yuba County,6115,CA,California,39.269,-121.3513,80404,California,71.6,0.9602272727272734
707,Kosciusko,Kosciusko,Kosciusko County,18085,IN,Indiana,41.2441,-85.8607,80151,Indiana,81.3,0.4090909090909094
708,Clinton,Clinton,Clinton County,36019,NY,New York,44.7462,-73.6782,80095,New York,75.6,0.7329545454545461
709,Bulloch,Bulloch,Bulloch County,13031,GA,Georgia,32.3968,-81.7432,79635,Georgia,76.4,0.6874999999999999
710,Floyd,Floyd,Floyd County,18043,IN,Indiana,38.3188,-85.907,79594,Indiana,81.3,0.4090909090909094
711,Umatilla,Umatilla,Umatilla County,41059,OR,Oregon,45.5919,-118.7369,79509,Oregon,83.2,0.30113636363636354
712,Natrona,Natrona,Natrona County,56025,WY,Wyoming,42.9621,-106.7985,79382,Wyoming,86.4,0.11931818181818155
713,Bedford,Bedford,Bedford County,51019,VA,Virginia,37.3152,-79.5242,79183,Virginia,81.2,0.4147727272727273
714,Lynchburg,Lynchburg,Lynchburg City,51680,VA,Virginia,37.4003,-79.1909,78973,Virginia,81.2,0.4147727272727273
715,Putnam,Putnam,Putnam County,47141,TN,Tennessee,36.1408,-85.4952,78955,Tennessee,78.3,0.5795454545454549
716,Clinton,Clinton,Clinton County,26037,MI,Michigan,42.9437,-84.6015,78895,Michigan,82.4,0.34659090909090884
717,Wilson,Wilson,Wilson County,37195,NC,North Carolina,35.7051,-77.9187,78844,North Carolina,78.7,0.5568181818181819
718,Hancock,Hancock,Hancock County,18059,IN,Indiana,39.8236,-85.7733,78616,Indiana,81.3,0.4090909090909094
719,Chelan,Chelan,Chelan County,53007,WA,Washington,47.8692,-120.619,78508,Washington,83.9,0.26136363636363613
720,Sullivan,Sullivan,Sullivan County,36105,NY,New York,41.7164,-74.7681,78230,New York,75.6,0.7329545454545461
721,Oconee,Oconee,Oconee County,45073,SC,South Carolina,34.7535,-83.0659,77932,South Carolina,77.6,0.6193181818181823
722,Forrest,Forrest,Forrest County,28035,MS,Mississippi,31.1889,-89.2579,77743,Mississippi,72.0,0.9375000000000003
723,James City,James City,James City County,51095,VA,Virginia,37.3288,-76.7789,77733,Virginia,81.2,0.4147727272727273
724,Cole,Cole,Cole County,29051,MO,Missouri,38.5054,-92.2816,77412,Missouri,81.1,0.42045454545454586
725,Cattaraugus,Cattaraugus,Cattaraugus County,36009,NY,New York,42.2486,-78.6788,77211,New York,75.6,0.7329545454545461
726,Ross,Ross,Ross County,39141,OH,Ohio,39.3376,-83.057,77205,Ohio,82.3,0.3522727272727275
727,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77075,Arkansas,76.9,0.659090909090909
728,Augusta,Augusta,Augusta County,51015,VA,Virginia,38.1644,-79.1338,76948,Virginia,81.2,0.4147727272727273
729,Clallam,Clallam,Clallam County,53009,WA,Washington,48.0493,-123.928,76727,Washington,83.9,0.26136363636363613
730,Anderson,Anderson,Anderson County,47001,TN,Tennessee,36.1185,-84.1985,76683,Tennessee,78.3,0.5795454545454549
731,Cayuga,Cayuga,Cayuga County,36011,NY,New York,42.9175,-76.5545,76644,New York,75.6,0.7329545454545461
732,Walker,Walker,Walker County,48471,TX,Texas,30.739,-95.5723,76506,Texas,71.8,0.9488636363636368
733,Cheshire,Cheshire,Cheshire County,33005,NH,New Hampshire,42.9193,-72.2512,76473,New Hampshire,88.5,0.0
734,Valencia,Valencia,Valencia County,35061,NM,New Mexico,34.7155,-106.809,75992,New Mexico,70.9,1.0
735,Erie,Erie,Erie County,39043,OH,Ohio,41.3641,-82.6194,75560,Ohio,82.3,0.3522727272727275
736,Van Buren,Van Buren,Van Buren County,26159,MI,Michigan,42.2513,-86.0189,75550,Michigan,82.4,0.34659090909090884
737,Hancock,Hancock,Hancock County,39063,OH,Ohio,41.0019,-83.6665,75139,Ohio,82.3,0.3522727272727275
738,Chatham,Chatham,Chatham County,37037,NC,North Carolina,35.7026,-79.2553,75070,North Carolina,78.7,0.5568181818181819
739,Vermilion,Vermilion,Vermilion County,17183,IL,Illinois,40.1834,-87.7328,74953,Illinois,79.6,0.5056818181818187
740,Raleigh,Raleigh,Raleigh County,54081,WV,West Virginia,37.7714,-81.2487,74929,West Virginia,79.1,0.5340909090909096
741,Grays Harbor,Grays Harbor,Grays Harbor County,53027,WA,Washington,47.1503,-123.7735,74737,Washington,83.9,0.26136363636363613
742,Scioto,Scioto,Scioto County,39145,OH,Ohio,38.8039,-82.9929,74392,Ohio,82.3,0.3522727272727275
743,Somerset,Somerset,Somerset County,42111,PA,Pennsylvania,39.9725,-79.0283,74331,Pennsylvania,81.9,0.3749999999999998
744,Wood,Wood,Wood County,55141,WI,Wisconsin,44.4553,-90.0416,74107,Wisconsin,84.7,0.21590909090909083
745,Jackson,Jackson,Jackson County,13157,GA,Georgia,34.1339,-83.5664,73839,Georgia,76.4,0.6874999999999999
746,Lonoke,Lonoke,Lonoke County,5085,AR,Arkansas,34.7542,-91.8888,73824,Arkansas,76.9,0.659090909090909
747,Lauderdale,Lauderdale,Lauderdale County,28075,MS,Mississippi,32.4043,-88.6625,73756,Mississippi,72.0,0.9375000000000003
748,Walton,Walton,Walton County,12131,FL,Florida,30.6436,-86.1697,73456,Florida,76.3,0.6931818181818186
749,Kauai,Kauai,Kauai County,15007,HI,Hawaii,22.0398,-159.5966,73247,Hawaii,84.1,0.25000000000000044
750,Putnam,Putnam,Putnam County,12107,FL,Florida,29.6087,-81.7443,73147,Florida,76.3,0.6931818181818186
751,Grand Forks,Grand Forks,Grand Forks County,38035,ND,North Dakota,47.9219,-97.4569,73101,North Dakota,86.6,0.10795454545454586
752,McKinley,McKinley,McKinley County,35031,NM,New Mexico,35.5807,-108.2618,72946,New Mexico,70.9,1.0
753,Lea,Lea,Lea County,35025,NM,New Mexico,32.7921,-103.4125,72743,New Mexico,70.9,1.0
754,Broomfield,Broomfield,Broomfield County,8014,CO,Colorado,39.9541,-105.0527,72697,Colorado,83.4,0.28977272727272707
755,Riley,Riley,Riley County,20161,KS,Kansas,39.2966,-96.7352,72602,Kansas,83.1,0.3068181818181822
756,Fauquier,Fauquier,Fauquier County,51061,VA,Virginia,38.7386,-77.8092,72416,Virginia,81.2,0.4147727272727273
757,Christian,Christian,Christian County,21047,KY,Kentucky,36.8942,-87.4904,72377,Kentucky,78.1,0.5909090909090915
758,Pottawatomie,Pottawatomie,Pottawatomie County,40125,OK,Oklahoma,35.2066,-96.9484,72331,Oklahoma,79.9,0.4886363636363634
759,Robertson,Robertson,Robertson County,47147,TN,Tennessee,36.5255,-86.8706,72309,Tennessee,78.3,0.5795454545454549
760,Creek,Creek,Creek County,40037,OK,Oklahoma,35.9026,-96.3709,71879,Oklahoma,79.9,0.4886363636363634
761,DeKalb,DeKalb,DeKalb County,1049,AL,Alabama,34.4598,-85.8041,71554,Alabama,76.1,0.704545454545455
762,Surry,Surry,Surry County,37171,NC,North Carolina,36.4146,-80.688,71439,North Carolina,78.7,0.5568181818181819
763,Morgan,Morgan,Morgan County,18109,IN,Indiana,39.4816,-86.4462,71394,Indiana,81.3,0.4090909090909094
764,Tooele,Tooele,Tooele County,49045,UT,Utah,40.4488,-113.1311,71340,Utah,85.5,0.17045454545454553
765,Franklin,Franklin,Franklin County,25011,MA,Massachusetts,42.5831,-72.5918,71085,Massachusetts,82.7,0.3295454545454545
766,Iberia,Iberia,Iberia Parish,22045,LA,Louisiana,29.8965,-91.7301,70518,Louisiana,72.9,0.8863636363636364
767,Portage,Portage,Portage County,55097,WI,Wisconsin,44.476,-89.5014,70378,Wisconsin,84.7,0.21590909090909083
768,Lewis and Clark,Lewis and Clark,Lewis and Clark County,30049,MT,Montana,47.1224,-112.3905,70340,Montana,86.9,0.0909090909090906
769,Greene,Greene,Greene County,47059,TN,Tennessee,36.1753,-82.8458,69926,Tennessee,78.3,0.5795454545454549
770,Boone,Boone,Boone County,18011,IN,Indiana,40.0508,-86.4687,69839,Indiana,81.3,0.4090909090909094
771,Ward,Ward,Ward County,38101,ND,North Dakota,48.2217,-101.5418,69686,North Dakota,86.6,0.10795454545454586
772,York,York,York County,51199,VA,Virginia,37.2431,-76.5635,69635,Virginia,81.2,0.4147727272727273
773,Troup,Troup,Troup County,13285,GA,Georgia,33.0335,-85.0284,69483,Georgia,76.4,0.6874999999999999
774,Greenwood,Greenwood,Greenwood County,45047,SC,South Carolina,34.1537,-82.1259,69338,South Carolina,77.6,0.6193181818181823
775,Columbia,Columbia,Columbia County,12023,FL,Florida,30.2242,-82.6215,69265,Florida,76.3,0.6931818181818186
776,Klamath,Klamath,Klamath County,41035,OR,Oregon,42.6864,-121.6502,68899,Oregon,83.2,0.30113636363636354
777,Allegany,Allegany,Allegany County,24001,MD,Maryland,39.6214,-78.6976,68684,Maryland,80.0,0.48295454545454564
778,Harrison,Harrison,Harrison County,48203,TX,Texas,32.5481,-94.3715,68674,Texas,71.8,0.9488636363636368
779,San Patricio,San Patricio,San Patricio County,48409,TX,Texas,28.0092,-97.5188,68600,Texas,71.8,0.9488636363636368
780,Blue Earth,Blue Earth,Blue Earth County,27013,MN,Minnesota,44.0346,-94.067,68575,Minnesota,86.9,0.0909090909090906
781,Madison,Madison,Madison County,36053,NY,New York,42.9128,-75.6696,68466,New York,75.6,0.7329545454545461
782,Shiawassee,Shiawassee,Shiawassee County,26155,MI,Michigan,42.9537,-84.1467,68203,Michigan,82.4,0.34659090909090884
783,Jefferson,Jefferson,Jefferson County,5069,AR,Arkansas,34.2683,-91.9304,68199,Arkansas,76.9,0.659090909090909
784,Carteret,Carteret,Carteret County,37031,NC,North Carolina,34.8357,-76.6589,67944,North Carolina,78.7,0.5568181818181819
785,Wise,Wise,Wise County,48497,TX,Texas,33.2159,-97.6545,67877,Texas,71.8,0.9488636363636368
786,Walker,Walker,Walker County,13295,GA,Georgia,34.7356,-85.301,67772,Georgia,76.4,0.6874999999999999
787,Lake,Lake,Lake County,6033,CA,California,39.0996,-122.7532,67749,California,71.6,0.9602272727272734
788,Franklin,Franklin,Franklin County,37069,NC,North Carolina,36.0827,-78.2857,67598,North Carolina,78.7,0.5568181818181819
789,Oldham,Oldham,Oldham County,21185,KY,Kentucky,38.3994,-85.4483,67586,Kentucky,78.1,0.5909090909090915
790,Catoosa,Catoosa,Catoosa County,13047,GA,Georgia,34.9036,-85.1382,67579,Georgia,76.4,0.6874999999999999
791,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67404,Kansas,83.1,0.3068181818181822
792,McCracken,McCracken,McCracken County,21145,KY,Kentucky,37.054,-88.7128,67394,Kentucky,78.1,0.5909090909090915
793,Jones,Jones,Jones County,28067,MS,Mississippi,31.6226,-89.1688,67374,Mississippi,72.0,0.9375000000000003
794,Otero,Otero,Otero County,35035,NM,New Mexico,32.6132,-105.7415,67298,New Mexico,70.9,1.0
795,Aroostook,Aroostook,Aroostook County,23003,ME,Maine,46.6589,-68.5989,67272,Maine,86.6,0.10795454545454586
796,Williamson,Williamson,Williamson County,17199,IL,Illinois,37.7303,-88.9299,67271,Illinois,79.6,0.5056818181818187
797,St. Francois,St. Francois,St. Francois County,29187,MO,Missouri,37.8103,-90.4723,67168,Missouri,81.1,0.42045454545454586
798,Laurens,Laurens,Laurens County,45059,SC,South Carolina,34.4834,-82.0057,67148,South Carolina,77.6,0.6193181818181823
799,Belmont,Belmont,Belmont County,39013,OH,Ohio,40.0158,-80.9885,67077,Ohio,82.3,0.3522727272727275
800,Muskogee,Muskogee,Muskogee County,40101,OK,Oklahoma,35.6161,-95.3795,66881,Oklahoma,79.9,0.4886363636363634
801,Grant,Grant,Grant County,18053,IN,Indiana,40.5158,-85.6547,66802,Indiana,81.3,0.4090909090909094
802,Rice,Rice,Rice County,27131,MN,Minnesota,44.3543,-93.2967,66795,Minnesota,86.9,0.0909090909090906
803,Spalding,Spalding,Spalding County,13255,GA,Georgia,33.2609,-84.2841,66722,Georgia,76.4,0.6874999999999999
804,Wayne,Wayne,Wayne County,18177,IN,Indiana,39.8644,-85.0098,66588,Indiana,81.3,0.4090909090909094
805,Ionia,Ionia,Ionia County,26067,MI,Michigan,42.9451,-85.0746,66564,Michigan,82.4,0.34659090909090884
806,Apache,Apache,Apache County,4001,AZ,Arizona,35.3955,-109.4888,66473,Arizona,76.6,0.6761363636363642
807,Montcalm,Montcalm,Montcalm County,26117,MI,Michigan,43.311,-85.1525,66430,Michigan,82.4,0.34659090909090884
808,Marquette,Marquette,Marquette County,26103,MI,Michigan,46.4313,-87.6416,66380,Michigan,82.4,0.34659090909090884
809,Wilkes,Wilkes,Wilkes County,37193,NC,North Carolina,36.2062,-81.163,66335,North Carolina,78.7,0.5568181818181819
810,Harrison,Harrison,Harrison County,54033,WV,West Virginia,39.2835,-80.3799,66222,West Virginia,79.1,0.5340909090909096
811,Armstrong,Armstrong,Armstrong County,42005,PA,Pennsylvania,40.8121,-79.4646,65967,Pennsylvania,81.9,0.3749999999999998
812,Crow Wing,Crow Wing,Crow Wing County,27035,MN,Minnesota,46.4825,-94.0709,65879,Minnesota,86.9,0.0909090909090906
813,Adams,Adams,Adams County,17001,IL,Illinois,39.9879,-91.1885,65878,Illinois,79.6,0.5056818181818187
814,Chippewa,Chippewa,Chippewa County,55017,WI,Wisconsin,45.0694,-91.2799,65877,Wisconsin,84.7,0.21590909090909083
815,Warren,Warren,Warren County,36113,NY,New York,43.561,-73.846,65692,New York,75.6,0.7329545454545461
816,Isabella,Isabella,Isabella County,26073,MI,Michigan,43.6406,-84.8468,65623,Michigan,82.4,0.34659090909090884
817,Jefferson,Jefferson,Jefferson County,39081,OH,Ohio,40.385,-80.761,65620,Ohio,82.3,0.3522727272727275
818,Starr,Starr,Starr County,48427,TX,Texas,26.5621,-98.7387,65568,Texas,71.8,0.9488636363636368
819,Marion,Marion,Marion County,39101,OH,Ohio,40.5872,-83.1609,65515,Ohio,82.3,0.3522727272727275
820,Sauk,Sauk,Sauk County,55111,WI,Wisconsin,43.4267,-89.9482,65428,Wisconsin,84.7,0.21590909090909083
821,Tehama,Tehama,Tehama County,6103,CA,California,40.1256,-122.2341,65345,California,71.6,0.9602272727272734
822,Walker,Walker,Walker County,1127,AL,Alabama,33.8033,-87.2973,65194,Alabama,76.1,0.704545454545455
823,Chaves,Chaves,Chaves County,35005,NM,New Mexico,33.3633,-104.4669,65014,New Mexico,70.9,1.0
824,Columbia,Columbia,Columbia County,42037,PA,Pennsylvania,41.0486,-76.4052,65013,Pennsylvania,81.9,0.3749999999999998
825,Kershaw,Kershaw,Kershaw County,45055,SC,South Carolina,34.3388,-80.5902,64989,South Carolina,77.6,0.6193181818181823
826,Clay,Clay,Clay County,27027,MN,Minnesota,46.8923,-96.4907,64975,Minnesota,86.9,0.0909090909090906
827,Mason,Mason,Mason County,53045,WA,Washington,47.3484,-123.1927,64964,Washington,83.9,0.26136363636363613
828,Nacogdoches,Nacogdoches,Nacogdoches County,48347,TX,Texas,31.616,-94.6159,64822,Texas,71.8,0.9488636363636368
829,Carbon,Carbon,Carbon County,42025,PA,Pennsylvania,40.9182,-75.7088,64792,Pennsylvania,81.9,0.3749999999999998
830,Salem,Salem,Salem County,34033,NJ,New Jersey,39.5876,-75.3491,64752,New Jersey,79.3,0.522727272727273
831,Pulaski,Pulaski,Pulaski County,21199,KY,Kentucky,37.1039,-84.5773,64717,Kentucky,78.1,0.5909090909090915
832,Coos,Coos,Coos County,41011,OR,Oregon,43.1742,-124.0594,64619,Oregon,83.2,0.30113636363636354
833,Rutherford,Rutherford,Rutherford County,37161,NC,North Carolina,35.4026,-81.9198,64592,North Carolina,78.7,0.5568181818181819
834,Liberty,Liberty,Liberty County,13179,GA,Georgia,31.8282,-81.4949,64334,Georgia,76.4,0.6874999999999999
835,Hamblen,Hamblen,Hamblen County,47063,TN,Tennessee,36.2171,-83.2667,64184,Tennessee,78.3,0.5795454545454549
836,Lamar,Lamar,Lamar County,28073,MS,Mississippi,31.206,-89.5087,63610,Mississippi,72.0,0.9375000000000003
837,Warrick,Warrick,Warrick County,18173,IN,Indiana,38.0922,-87.2721,63575,Indiana,81.3,0.4090909090909094
838,Effingham,Effingham,Effingham County,13103,GA,Georgia,32.3674,-81.3414,63448,Georgia,76.4,0.6874999999999999
839,Darlington,Darlington,Darlington County,45031,SC,South Carolina,34.3325,-79.9577,63433,South Carolina,77.6,0.6193181818181823
840,Belknap,Belknap,Belknap County,33001,NH,New Hampshire,43.5179,-71.4227,63395,New Hampshire,88.5,0.0
841,San Benito,San Benito,San Benito County,6069,CA,California,36.6057,-121.075,63329,California,71.6,0.9602272727272734
842,Pope,Pope,Pope County,5115,AR,Arkansas,35.4477,-93.0345,63234,Arkansas,76.9,0.659090909090909
843,Lincoln,Lincoln,Lincoln County,46083,SD,South Dakota,43.2789,-96.7218,63233,South Dakota,85.1,0.19318181818181857
844,Georgetown,Georgetown,Georgetown County,45043,SC,South Carolina,33.4342,-79.3324,62992,South Carolina,77.6,0.6193181818181823
845,Athens,Athens,Athens County,39009,OH,Ohio,39.3339,-82.0452,62933,Ohio,82.3,0.3522727272727275
846,Lee,Lee,Lee County,37105,NC,North Carolina,35.4752,-79.1715,62676,North Carolina,78.7,0.5568181818181819
847,Garfield,Garfield,Garfield County,40047,OK,Oklahoma,36.3791,-97.7827,62628,Oklahoma,79.9,0.4886363636363634
848,Hall,Hall,Hall County,31079,NE,Nebraska,40.8726,-98.5022,62616,Nebraska,83.6,0.2784090909090913
849,Knox,Knox,Knox County,39083,OH,Ohio,40.3988,-82.4215,62399,Ohio,82.3,0.3522727272727275
850,Livingston,Livingston,Livingston County,36051,NY,New York,42.7281,-77.7755,62253,New York,75.6,0.7329545454545461
851,Walla Walla,Walla Walla,Walla Walla County,53071,WA,Washington,46.2298,-118.4784,62168,Washington,83.9,0.26136363636363613
852,Stanly,Stanly,Stanly County,37167,NC,North Carolina,35.3119,-80.251,62148,North Carolina,78.7,0.5568181818181819
853,Laurel,Laurel,Laurel County,21125,KY,Kentucky,37.1107,-84.1178,62090,Kentucky,78.1,0.5909090909090915
854,Reno,Reno,Reno County,20155,KS,Kansas,37.953,-98.086,62071,Kansas,83.1,0.3068181818181822
855,Barry,Barry,Barry County,26015,MI,Michigan,42.595,-85.309,62014,Michigan,82.4,0.34659090909090884
